outcome,weightclass,time_format,title,r_kd,r_sub.att,r_rev.,r_ctrl_s,r_sig_str_percent,r_sig_str_att,r_total_str_percent,r_total_str_att,r_td_percent,r_td_att,r_head_percent,r_head_att,r_body_percent,r_body_att,r_leg_percent,r_leg_att,r_distance_percent,r_distance_att,r_clinch_percent,r_clinch_att,r_ground_percent,r_ground_att,r_avg_time_s,r_wins,r_losses,r_draws,r_win_streak,r_loss_streak,r_longest_win_streak,r_percent_title_bouts,r_percent_win_by_ko/tko,r_percent_win_by_sub,r_percent_win_by_dec,r_percent_win_by_doctor_stoppage,r_percent_loss_by_ko/tko,r_percent_loss_by_sub,r_percent_loss_by_dec,r_percent_loss_by_doctor_stoppage,b_kd,b_sub.att,b_rev.,b_ctrl_s,b_sig_str_percent,b_sig_str_att,b_total_str_percent,b_total_str_att,b_td_percent,b_td_att,b_head_percent,b_head_att,b_body_percent,b_body_att,b_leg_percent,b_leg_att,b_distance_percent,b_distance_att,b_clinch_percent,b_clinch_att,b_ground_percent,b_ground_att,b_avg_time_s,b_wins,b_losses,b_draws,b_win_streak,b_loss_streak,b_longest_win_streak,b_percent_title_bouts,b_percent_win_by_ko/tko,b_percent_win_by_sub,b_percent_win_by_dec,b_percent_win_by_doctor_stoppage,b_percent_loss_by_ko/tko,b_percent_loss_by_sub,b_percent_loss_by_dec,b_percent_loss_by_doctor_stoppage,date,r_height,r_reach,r_stance,r_dob,b_height,b_reach,b_stance,b_dob
R,Women's Strawweight,3 Rnd (5-5-5),False,0.14285714285714285,1.0,0.0,303.85714285714283,0.4271961492178099,118.71428571428571,0.5099800399201597,143.14285714285714,0.5,7.714285714285714,0.39892183288409705,106.0,0.64,10.714285714285714,0.7857142857142857,2.0,0.3795620437956205,97.85714285714286,0.6144578313253012,11.857142857142858,0.6984126984126984,9.0,883.2857142857143,4,3,0,4,3,4,0.14285714285714285,0.0,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,252.33333333333334,0.3737957610789981,86.5,0.5595375722543353,144.16666666666666,0.35937500000000006,10.666666666666666,0.319910514541387,74.5,0.6744186046511628,7.166666666666667,0.7586206896551724,4.833333333333333,0.26631853785900783,63.833333333333336,0.5510204081632654,8.166666666666666,0.7471264367816093,14.5,807.1666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,64.0,63.0,Orthodox,5974560.0,61.0,63.0,Orthodox,5608224.0
B,Featherweight,3 Rnd (5-5-5),False,0.15384615384615385,0.6153846153846154,0.3076923076923077,140.6153846153846,0.4518430439952437,64.6923076923077,0.5201238390092879,74.53846153846153,0.2765957446808511,3.6153846153846154,0.3209876543209877,43.61538461538461,0.7586206896551724,6.6923076923076925,0.7058823529411764,14.384615384615385,0.381791483113069,52.38461538461539,0.8815789473684211,5.846153846153846,0.6309523809523809,6.461538461538462,585.5384615384615,9,4,0,9,4,9,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,361.1666666666667,0.4943820224719101,59.333333333333336,0.6786703601108034,120.33333333333333,0.5357142857142857,4.666666666666667,0.4864864864864865,55.5,0.5625,2.6666666666666665,0.7142857142857143,1.1666666666666667,0.3096446700507614,32.833333333333336,0.75,2.0,0.7210884353741497,24.5,559.6666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,68.0,71.0,Orthodox,3907872.0,68.0,70.0,Orthodox,6666624.0
B,Heavyweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,19.0,0.45098039215686275,51.0,0.4954954954954955,55.5,0.0,1.0,0.37777777777777777,45.0,1.0,5.0,1.0,1.0,0.3855421686746988,41.5,0.8235294117647058,8.5,0.0,1.0,395.5,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.36363636363636365,55.0,0.38596491228070173,57.0,0.0,3.5,0.27956989247311825,46.5,0.8181818181818182,5.5,0.8333333333333334,3.0,0.3300970873786408,51.5,0.8571428571428571,3.5,0.0,0.0,294.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,71.0,76.0,Orthodox,3756672.0,75.0,80.0,Orthodox,2955744.0
B,Light Heavyweight,3 Rnd (5-5-5),False,0.18181818181818182,0.0,0.045454545454545456,219.1818181818182,0.37630448127685695,74.04545454545455,0.46538655886811525,89.95454545454545,0.4274193548387097,5.636363636363637,0.33541666666666664,65.45454545454545,0.6397058823529412,6.181818181818182,0.8113207547169812,2.409090909090909,0.29792531120331944,54.77272727272727,0.5958549222797928,8.772727272727273,0.6017316017316018,10.5,784.6818181818181,14,7,0,14,7,14,0.14285714285714285,0.42857142857142855,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,52.42857142857143,0.46470588235294114,72.85714285714286,0.4963636363636364,78.57142857142857,0.3,1.4285714285714286,0.41371158392434987,60.42857142857143,0.6615384615384615,9.285714285714286,0.8636363636363636,3.142857142857143,0.41418764302059496,62.42857142857143,0.7872340425531914,6.714285714285714,0.7307692307692307,3.7142857142857144,623.8571428571429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,72.0,75.0,Orthodox,3070656.0,76.0,76.0,Orthodox,5858784.0
B,Flyweight,3 Rnd (5-5-5),False,0.2857142857142857,0.2857142857142857,0.07142857142857142,112.78571428571429,0.35191082802547763,134.57142857142858,0.39224349533627884,145.5,0.2916666666666667,3.4285714285714284,0.2686781609195402,99.42857142857143,0.5674740484429065,20.642857142857142,0.6157635467980296,14.5,0.31563245823389025,119.71428571428571,0.6546762589928058,9.928571428571429,0.6231884057971014,4.928571428571429,726.0,12,2,0,12,2,12,0.14285714285714285,0.25,0.08333333333333333,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,0.1,0.5,0.2,107.6,0.36902356902356903,148.5,0.41854789505796214,163.9,0.3928571428571429,2.8,0.32490421455938695,130.5,0.5794392523364487,10.7,0.8493150684931507,7.3,0.3492647058823529,136.0,0.6511627906976744,4.3,0.5487804878048781,8.2,907.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,64.0,65.0,Southpaw,4600800.0,66.0,69.0,Orthodox,7456320.0
B,Lightweight,3 Rnd (5-5-5),False,0.24,0.56,0.04,306.2,0.3219056099732858,89.84,0.465472312703583,122.8,0.36627906976744184,6.88,0.2390501319261214,75.8,0.6477987421383647,6.36,0.8697916666666666,7.68,0.22870478413068843,68.56,0.697986577181208,5.96,0.5926892950391645,15.32,724.72,14,11,0,14,11,14,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.0,0.10526315789473684,1.3157894736842106,0.15789473684210525,110.10526315789474,0.5006211180124223,42.36842105263158,0.6026365348399246,55.89473684210526,0.4126984126984127,3.3157894736842106,0.3913043478260869,29.05263157894737,0.7058823529411764,8.947368421052632,0.8072289156626506,4.368421052631579,0.39416058394160586,28.842105263157894,0.75,7.157894736842105,0.7024793388429752,6.368421052631579,428.57894736842104,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,67.0,70.0,Orthodox,3766176.0,70.0,74.0,Orthodox,6245856.0
B,Featherweight,3 Rnd (5-5-5),False,0.0,1.0,0.5,208.0,0.5136986301369864,73.0,0.6225490196078431,102.0,0.5,5.0,0.4166666666666667,48.0,0.6428571428571429,14.0,0.7727272727272727,11.0,0.30666666666666664,37.5,0.7346938775510204,24.5,0.7272727272727273,11.0,731.0,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,76.0,0.30973451327433627,113.0,0.3103448275862069,116.0,0.07692307692307693,13.0,0.19230769230769232,78.0,0.35294117647058826,17.0,0.7777777777777778,18.0,0.3235294117647059,102.0,0.18181818181818182,11.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285024.0,70.0,69.0,Orthodox,6175872.0,67.0,71.0,Orthodox,6814368.0
B,Bantamweight,5 Rnd (5-5-5-5-5),False,0.6,0.0,0.0,49.6,0.4105571847507331,136.4,0.4305750350631136,142.6,0.3333333333333333,3.0,0.31610337972167,100.6,0.5412844036697247,21.8,0.8857142857142858,14.0,0.3934169278996866,127.6,0.6666666666666666,7.2,0.625,1.6,737.8,5,0,0,5,0,5,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,26.0,0.32542372881355935,98.33333333333333,0.33221476510067116,99.33333333333333,0.25,1.3333333333333333,0.19266055045871558,72.66666666666667,0.6818181818181819,14.666666666666666,0.7272727272727273,11.0,0.3219178082191781,97.33333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,622.3333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,64.0,68.0,Orthodox,6150816.0,66.0,67.0,Orthodox,5780160.0
R,Lightweight,3 Rnd (5-5-5),False,0.5,0.25,0.0,309.0,0.4835680751173709,53.25,0.6043613707165109,80.25,0.37037037037037035,6.75,0.46464646464646464,49.5,0.3333333333333333,1.5,1.0,2.25,0.35772357723577236,30.75,0.4166666666666667,3.0,0.6923076923076923,19.5,409.5,4,0,0,4,0,4,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,243.6,0.42654028436018954,84.4,0.5126705653021443,102.6,0.6296296296296295,5.4,0.27147766323024053,58.2,0.78,10.0,0.7654320987654322,16.2,0.2918032786885246,61.0,0.8666666666666667,12.0,0.6842105263157895,11.4,610.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,67.0,71.0,Orthodox,5322240.0,70.0,72.0,Orthodox,4068576.0
R,Heavyweight,3 Rnd (5-5-5),False,0.5555555555555556,0.1111111111111111,0.0,27.77777777777778,0.3925438596491228,50.666666666666664,0.4276985743380855,54.55555555555556,0.3333333333333333,0.3333333333333333,0.3370473537604457,39.888888888888886,0.5316455696202531,8.777777777777779,0.8888888888888888,2.0,0.3241758241758242,40.44444444444444,0.5161290322580645,3.4444444444444446,0.7377049180327869,6.777777777777778,396.77777777777777,3,6,0,3,6,3,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,33.0,0.39436619718309857,71.0,0.4759036144578313,83.0,0.6666666666666666,1.5,0.3220338983050847,59.0,0.7647058823529411,8.5,0.7142857142857143,3.5,0.352,62.5,0.6153846153846154,6.5,1.0,2.0,462.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,77.0,77.0,Southpaw,4240512.0,79.0,82.0,Orthodox,6493824.0
B,Welterweight,3 Rnd (5-5-5),False,0.5789473684210527,0.21052631578947367,0.15789473684210525,106.52631578947368,0.3857280617164899,54.578947368421055,0.4642014162077105,66.89473684210526,0.4791666666666667,2.526315789473684,0.3314732142857143,47.1578947368421,0.7040816326530612,5.157894736842105,0.7906976744186047,2.263157894736842,0.31876606683804626,40.94736842105263,0.6470588235294117,6.2631578947368425,0.5357142857142857,7.368421052631579,519.7368421052631,10,9,0,10,9,10,0.0,0.5,0.1,0.3,0.1,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.14285714285714285,0.6428571428571429,0.0,65.78571428571429,0.5006180469715699,57.785714285714285,0.6323404255319148,83.92857142857143,0.39999999999999997,0.35714285714285715,0.3967391304347826,39.42857142857143,0.704225352112676,15.214285714285714,0.8181818181818182,3.142857142857143,0.4135593220338982,42.142857142857146,0.7087912087912087,13.0,0.8648648648648648,2.642857142857143,518.8571428571429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,69.0,71.0,Orthodox,4808160.0,74.0,77.0,Orthodox,4190400.0
R,Featherweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,44.0,0.3582089552238806,201.0,0.4027777777777778,216.0,0.0,0.0,0.32608695652173914,184.0,0.6875,16.0,1.0,1.0,0.33152173913043476,184.0,0.5714285714285714,14.0,1.0,3.0,900.0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.5348837209302325,129.0,0.5611510791366906,139.0,0.0,2.0,0.4444444444444444,99.0,1.0,8.0,0.7727272727272727,22.0,0.49019607843137253,102.0,0.6666666666666666,18.0,0.7777777777777778,9.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,67.0,70.0,Southpaw,6254496.0,65.0,69.0,Orthodox,5708448.0
B,Light Heavyweight,3 Rnd (5-5-5),False,0.25,0.0,0.0,43.416666666666664,0.43362193362193363,115.5,0.46715817694369977,124.33333333333333,0.2380952380952381,1.75,0.35985853227232534,94.25,0.6296296296296297,9.0,0.8571428571428571,12.25,0.40862745098039216,106.25,0.7101449275362318,5.75,0.7380952380952381,3.5,667.4166666666666,6,6,0,6,6,6,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.42857142857142855,0.07142857142857142,0.0,33.57142857142857,0.4618937644341802,61.857142857142854,0.5182186234817814,70.57142857142857,0.25,0.2857142857142857,0.37716763005780346,49.42857142857143,0.8316831683168316,7.214285714285714,0.7534246575342465,5.214285714285714,0.38554216867469876,47.42857142857143,0.7239263803680982,11.642857142857142,0.6666666666666667,2.7857142857142856,561.4285714285714,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,75.0,76.0,Orthodox,4931712.0,74.0,75.0,Southpaw,5157216.0
B,Lightweight,3 Rnd (5-5-5),False,0.05263157894736842,1.1578947368421053,0.05263157894736842,263.10526315789474,0.48904639175257725,81.6842105263158,0.6430666108085462,125.63157894736842,0.36196319018404904,8.578947368421053,0.38903170522707803,61.421052631578945,0.7866108786610879,12.578947368421053,0.8013698630136986,7.684210526315789,0.3909426987060998,56.94736842105263,0.6472868217054263,13.578947368421053,0.7971698113207548,11.157894736842104,759.421052631579,12,5,1,12,5,12,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.2,0.6,0.2,0.5,0.0,0.0,32.5,0.4557522123893805,113.0,0.4784394250513347,121.75,0.3333333333333333,3.0,0.3041958041958042,71.5,0.5657894736842105,19.0,0.8444444444444444,22.5,0.4368932038834951,103.0,0.6176470588235294,8.5,0.8333333333333334,1.5,642.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,68.0,68.0,Orthodox,4612032.0,69.0,73.0,Southpaw,6099840.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,72.66666666666667,0.4628378378378378,98.66666666666667,0.5075075075075075,111.0,0.5,3.3333333333333335,0.35807860262008734,76.33333333333333,0.75,10.666666666666666,0.8857142857142858,11.666666666666666,0.4312977099236641,87.33333333333333,0.6774193548387096,10.333333333333334,1.0,1.0,900.0,1,2,0,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07407407407407407,0.6296296296296297,0.037037037037037035,230.2962962962963,0.33489187609585036,63.370370370370374,0.49058971141781677,88.55555555555556,0.5454545454545455,5.703703703703703,0.29044834307992207,57.0,0.6746031746031746,4.666666666666667,0.891304347826087,1.7037037037037037,0.25969275786393564,50.629629629629626,0.6644295302013423,5.518518518518518,0.6102564102564102,7.222222222222222,653.2222222222222,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15278112.0,70.0,73.0,Southpaw,6240672.0,70.0,71.0,Southpaw,4343328.0
B,Welterweight,5 Rnd (5-5-5-5-5),False,0.75,0.0,0.08333333333333333,85.16666666666667,0.4401175606171932,113.41666666666667,0.47564276048714477,123.16666666666667,0.5,0.8333333333333334,0.3679245283018868,88.33333333333333,0.631578947368421,19.0,0.8904109589041097,6.083333333333333,0.41753821399839103,103.58333333333333,0.712121212121212,5.5,0.6346153846153847,4.333333333333333,786.9166666666666,9,2,0,9,2,9,0.18181818181818182,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,92.0,0.5235294117647059,68.0,0.527536231884058,69.0,0.3333333333333333,1.8,0.46875,57.6,0.7241379310344828,5.8,0.9565217391304349,4.6,0.46245059288537543,50.6,0.5666666666666667,6.0,0.7719298245614036,11.4,671.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,72.0,75.0,Orthodox,4137696.0,72.0,74.0,Southpaw,7251552.0
R,Featherweight,3 Rnd (5-5-5),False,0.3333333333333333,0.6666666666666666,0.0,239.33333333333334,0.34400000000000003,83.33333333333333,0.4668769716088328,105.66666666666667,0.5714285714285714,4.666666666666667,0.3101851851851852,72.0,0.5416666666666666,8.0,0.6,3.3333333333333335,0.25773195876288657,64.66666666666667,0.4090909090909091,7.333333333333333,0.7941176470588235,11.333333333333334,833.6666666666666,3,0,0,3,0,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,286.5,0.46875,32.0,0.6069651741293532,100.5,0.42857142857142855,3.5,0.43636363636363634,27.5,0.625,4.0,1.0,0.5,0.30952380952380953,21.0,0.75,2.0,0.7777777777777778,9.0,793.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,68.0,70.0,Southpaw,7591968.0,68.0,69.0,Orthodox,7629120.0
B,Featherweight,3 Rnd (5-5-5),False,0.14285714285714285,1.7142857142857142,0.2857142857142857,101.71428571428571,0.3405963302752294,124.57142857142857,0.3973168214654283,138.42857142857142,0.3225806451612903,4.428571428571429,0.2855245683930943,107.57142857142857,0.6666666666666667,8.142857142857142,0.7096774193548386,8.857142857142858,0.2883116883116883,110.0,0.5,4.571428571428571,0.8428571428571429,10.0,724.8571428571429,4,3,0,4,3,4,0.0,0.25,0.25,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,1.25,1.0,256.5,0.5339805825242718,25.75,0.6174496644295302,37.25,0.45,5.0,0.5416666666666666,24.0,0.42857142857142855,1.75,0.0,0.0,0.39215686274509803,12.75,0.0,0.25,0.6862745098039216,12.75,477.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,70.0,71.0,Orthodox,7110720.0,70.0,72.0,Southpaw,5949504.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.5,0.0,373.0,0.45454545454545453,77.0,0.6625,160.0,0.25,12.0,0.35964912280701755,57.0,0.8125,8.0,0.6666666666666666,12.0,0.4336283185840708,56.5,0.4444444444444444,4.5,0.53125,16.0,900.0,2,0,0,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,216.5,0.5489130434782609,69.0,0.6485013623978202,91.75,0.7894736842105263,2.375,0.45646437994722955,47.375,0.7032967032967034,11.375,0.8048780487804879,10.25,0.4894117647058824,53.125,0.8157894736842105,4.75,0.7191011235955056,11.125,688.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,71.0,71.0,Southpaw,4001184.0,73.0,74.0,Orthodox,3609792.0
B,Middleweight,3 Rnd (5-5-5),False,0.0,0.6,0.0,92.4,0.6103896103896104,15.4,0.7515923566878981,31.4,0.25,3.2,0.6,14.0,0.6666666666666667,1.2,1.0,0.2,0.45238095238095233,8.4,0.6666666666666667,1.2,0.8275862068965517,5.8,288.4,2,3,0,2,3,2,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,138.0,0.4782608695652174,40.25,0.5586854460093896,53.25,0.42857142857142855,3.5,0.423728813559322,29.5,0.6875,4.0,0.5925925925925926,6.75,0.34615384615384615,26.0,0.7391304347826086,11.5,0.6363636363636364,2.75,419.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,73.0,73.0,Orthodox,5283360.0,72.0,74.0,Orthodox,6625152.0
B,Middleweight,3 Rnd (5-5-5),False,0.0,0.2222222222222222,0.0,118.88888888888889,0.3935926773455377,97.11111111111111,0.4734345351043643,117.11111111111111,0.34285714285714286,3.888888888888889,0.367396593673966,91.33333333333333,0.6896551724137931,3.2222222222222223,0.9565217391304349,2.5555555555555554,0.3333333333333333,78.66666666666667,0.654320987654321,9.0,0.6470588235294117,9.444444444444445,620.8888888888889,6,3,0,6,3,6,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,114.5,0.49480968858131485,72.25,0.5681818181818182,88.0,0.0,1.25,0.4205607476635514,53.5,0.6774193548387096,15.5,0.8461538461538461,3.25,0.44871794871794873,58.5,0.7777777777777778,6.75,0.6071428571428571,7.0,593.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,72.0,70.0,Southpaw,2471040.0,75.0,73.0,Southpaw,6858432.0
R,Women's Bantamweight Bout,3 Rnd (5-5-5),False,0.0,0.0,0.0,180.33333333333334,0.5844155844155844,77.0,0.6296296296296297,90.0,0.125,2.6666666666666665,0.3953488372093023,43.0,0.7948717948717949,26.0,0.9166666666666666,8.0,0.42400000000000004,41.666666666666664,0.7857142857142858,32.666666666666664,0.6250000000000001,2.6666666666666665,600.6666666666666,1,2,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.5671641791044776,33.5,0.7859922178988327,128.5,0.7142857142857143,3.5,0.4791666666666667,24.0,0.7857142857142857,7.0,0.8,2.5,0.38235294117647056,17.0,0.7083333333333334,12.0,0.8888888888888888,4.5,487.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,67.0,65.0,Orthodox,3848256.0,66.0,68.0,Southpaw,5879520.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.375,218.375,0.4079601990049751,125.625,0.5054773082942097,159.75,0.30952380952380953,5.25,0.3191489361702128,76.375,0.49382716049382713,30.375,0.6291390728476821,18.875,0.3268053855569155,102.125,0.7474747474747475,12.375,0.7752808988764045,11.125,816.0,6,2,0,6,2,6,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,339.1111111111111,0.5907692307692307,72.22222222222223,0.6956967213114754,108.44444444444444,0.3611111111111111,4.0,0.45555555555555555,50.0,0.8828828828828829,12.333333333333334,0.9101123595505618,9.88888888888889,0.45663265306122447,43.55555555555556,0.823529411764706,13.222222222222221,0.7697841726618705,15.444444444444445,708.4444444444445,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15273792.0,73.0,75.0,Orthodox,5810400.0,75.0,75.0,Orthodox,3475008.0
B,Welterweight,5 Rnd (5-5-5-5-5),False,0.037037037037037035,0.8888888888888888,0.18518518518518517,306.44444444444446,0.4349363507779349,52.370370370370374,0.6117084826762246,93.0,0.26905829596412556,8.25925925925926,0.39615076182838815,46.18518518518518,0.7008547008547009,4.333333333333333,0.78,1.8518518518518519,0.29046087888531613,34.55555555555556,0.6194690265486725,4.185185185185185,0.7445652173913044,13.62962962962963,745.7037037037037,19,8,0,19,8,19,0.07407407407407407,0.05263157894736842,0.47368421052631576,0.47368421052631576,0.0,0.125,0.0,0.875,0.0,0.2857142857142857,0.2857142857142857,0.0,475.57142857142856,0.544407894736842,86.85714285714286,0.6880641925777332,142.42857142857142,0.4745762711864407,8.428571428571429,0.4642857142857143,64.0,0.7254901960784313,14.571428571428571,0.8448275862068965,8.285714285714286,0.4045584045584045,50.142857142857146,0.7727272727272727,6.285714285714286,0.727699530516432,30.428571428571427,721.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,73.0,72.0,Southpaw,2476224.0,72.0,76.0,Switch,5476896.0
B,Women's Strawweight,3 Rnd (5-5-5),False,0.0,0.3333333333333333,0.3333333333333333,115.0,0.420523138832998,165.66666666666666,0.514866979655712,213.0,0.5,0.6666666666666666,0.30913978494623656,124.0,0.6774193548387096,20.666666666666668,0.8253968253968254,21.0,0.38004750593824227,140.33333333333334,0.6212121212121212,22.0,0.7999999999999999,3.3333333333333335,900.0,2,1,0,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,463.5,0.696,62.5,0.7583333333333333,120.0,0.875,4.0,0.631578947368421,47.5,0.9375,8.0,0.8571428571428571,7.0,0.375,16.0,0.75,2.0,0.8089887640449438,44.5,561.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,65.0,66.0,Orthodox,7448544.0,65.0,66.0,Southpaw,6615648.0
B,Light Heavyweight,3 Rnd (5-5-5),False,0.16666666666666666,0.0,0.0,43.5,0.5266821345707657,71.83333333333333,0.5786290322580645,82.66666666666667,0.3333333333333333,0.5,0.4808743169398907,61.0,0.7187500000000001,5.333333333333333,0.8484848484848485,5.5,0.4662921348314607,59.333333333333336,0.7708333333333334,8.0,0.8888888888888888,4.5,628.1666666666666,3,3,0,3,3,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.5,0.0,66.5,0.6590909090909091,22.0,0.6896551724137931,29.0,1.0,0.5,0.6052631578947368,19.0,1.0,2.0,1.0,1.0,0.6666666666666666,7.5,0.0,0.0,0.6551724137931034,14.5,124.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,71.0,77.0,Switch,4482432.0,76.0,77.0,Southpaw,6306336.0
B,Bantamweight,3 Rnd (5-5-5),False,0.3333333333333333,0.6666666666666666,1.3333333333333333,146.66666666666666,0.376,41.666666666666664,0.49101796407185627,55.666666666666664,0.7999999999999999,1.6666666666666667,0.27956989247311825,31.0,0.5,5.333333333333333,0.8125,5.333333333333333,0.32075471698113206,35.333333333333336,0.75,1.3333333333333333,0.6666666666666667,5.0,707.6666666666666,2,1,0,2,1,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.5276073619631901,54.333333333333336,0.5737704918032787,61.0,0.5454545454545455,3.6666666666666665,0.38461538461538464,34.666666666666664,0.7659574468085106,15.666666666666666,0.8333333333333334,4.0,0.4245283018867924,35.333333333333336,0.75,13.333333333333334,0.6470588235294117,5.666666666666667,532.3333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,68.0,69.0,Orthodox,6898176.0,66.0,68.0,Southpaw,3144096.0
